timestamp,close,volume,adjclose
1502112600,71.03399658203125,31622500,71.03399658203125
1502199000,73.04399871826172,37249000,73.04399871826172
1502285400,72.70600128173828,34460500,72.70600128173828
1502371800,71.08000183105469,35464500,71.08000183105469
1502458200,71.5739974975586,21829000,71.5739974975586
1502717400,72.76000213623047,22596000,72.76000213623047
1502803800,72.46600341796875,15425500,72.46600341796875
1502890200,72.58200073242188,17069000,72.58200073242188
1502976600,70.38400268554688,25138500,70.38400268554688
1503063000,69.49199676513672,27041000,69.49199676513672
1503322200,67.5719985961914,32477000,67.5719985961914
1503408600,68.2699966430664,21610000,68.2699966430664
1503495000,70.55400085449219,24772500,70.55400085449219
1503581400,70.58599853515625,22923500,70.58599853515625
1503667800,69.61000061035156,17420000,69.61000061035156
1503927000,69.13200378417969,18820000,69.13200378417969
1504013400,69.47200012207031,20368500,69.47200012207031
1504099800,70.63600158691406,17064500,70.63600158691406
1504186200,71.18000030517578,20364000,71.18000030517578
1504272600,71.08000183105469,15247500,71.08000183105469
1504618200,69.91799926757812,19175500,69.91799926757812
1504704600,68.90599822998047,20457000,68.90599822998047
1504791000,70.12200164794922,21196000,70.12200164794922
1504877400,68.68000030517578,16317500,68.68000030517578
1505136600,72.73799896240234,38335500,72.73799896240234
1505223000,72.55000305175781,29864500,72.55000305175781
1505309400,73.24600219726562,20926000,73.24600219726562
1505395800,75.52799987792969,36012500,75.52799987792969
1505482200,75.96199798583984,27102500,75.96199798583984
1505741400,77.0,35940000,77.0
1505827800,75.0199966430664,32259500,75.0199966430664
1505914200,74.78199768066406,24595500,74.78199768066406
1506000600,73.2959976196289,23091000,73.2959976196289
1506087000,70.21800231933594,40797000,70.21800231933594
1506346200,68.99800109863281,38029500,68.99800109863281
1506432600,69.05000305175781,35781500,69.05000305175781
1506519000,68.19400024414062,30301500,68.19400024414062
1506605400,67.91999816894531,26598000,67.91999816894531
1506691800,68.22000122070312,25535500,68.22000122070312
1506951000,68.30599975585938,26434000,68.30599975585938
1507037400,69.62799835205078,50768000,69.62799835205078
1507123800,71.00199890136719,40817500,71.00199890136719
1507210200,71.06600189208984,20858500,71.06600189208984
1507296600,71.3759994506836,21487500,71.3759994506836
1507555800,68.58799743652344,37468500,68.58799743652344
1507642200,71.11799621582031,34892500,71.11799621582031
1507728600,70.91999816894531,22504000,70.91999816894531
1507815000,71.13600158691406,20435000,71.13600158691406
1507901400,71.11399841308594,17702500,71.11399841308594
1508160600,70.12000274658203,26877500,70.12000274658203
1508247000,71.1500015258789,16466500,71.1500015258789
1508333400,71.93000030517578,24695500,71.93000030517578
1508419800,70.36199951171875,25309000,70.36199951171875
1508506200,69.0199966430664,24652000,69.0199966430664
1508765400,67.40399932861328,28736500,67.40399932861328
1508851800,67.46800231933594,22458500,67.46800231933594
1508938200,65.16799926757812,42970500,65.16799926757812
1509024600,65.23400115966797,25117500,65.23400115966797
1509111000,64.17400360107422,34898500,64.17400360107422
1509370200,64.01599884033203,21272000,64.01599884033203
1509456600,66.30599975585938,28361500,66.30599975585938
1509543000,64.21600341796875,42286500,64.21600341796875
1509629400,59.85200119018555,98957000,59.85200119018555
1509715800,61.21799850463867,44470000,61.21799850463867
1509978600,60.555999755859375,32430000,60.555999755859375
1510065000,61.209999084472656,26471500,61.209999084472656
1510151400,60.87799835205078,23626500,60.87799835205078
1510237800,60.597999572753906,27235500,60.597999572753906
1510324200,60.597999572753906,23127000,60.597999572753906
1510583400,63.08000183105469,37924500,63.08000183105469
1510669800,61.7400016784668,28380500,61.7400016784668
1510756200,62.2599983215332,29893500,62.2599983215332
1510842600,62.5,29110500,62.5
1510929000,63.0099983215332,68675500,63.0099983215332
1511188200,61.74800109863281,41238500,61.74800109863281
1511274600,63.5620002746582,36306500,63.5620002746582
1511361000,62.52000045776367,24588000,62.52000045776367
1511533800,63.11000061035156,16220500,63.11000061035156
1511793000,63.36199951171875,22779500,63.36199951171875
1511879400,63.5099983215332,24747500,63.5099983215332
1511965800,61.507999420166016,43837000,61.507999420166016
1512052200,61.77000045776367,21758000,61.77000045776367
1512138600,61.305999755859375,21464500,61.305999755859375
1512397800,61.040000915527344,29175500,61.040000915527344
1512484200,60.7400016784668,23232500,60.7400016784668
1512570600,62.652000427246094,35976500,62.652000427246094
1512657000,62.24800109863281,23903000,62.24800109863281
1512743400,63.0260009765625,17342500,63.0260009765625
1513002600,65.78199768066406,39690000,65.78199768066406
1513089000,68.20600128173828,43666000,68.20600128173828
1513175400,67.80599975585938,31107500,67.80599975585938
1513261800,67.5780029296875,28999500,67.5780029296875
1513348200,68.69000244140625,34666000,68.69000244140625
1513607400,67.77400207519531,27381000,67.77400207519531
1513693800,66.22000122070312,34125000,66.22000122070312
1513780200,65.7959976196289,29769000,65.7959976196289
1513866600,66.33200073242188,21926000,66.33200073242188
1513953000,65.04000091552734,21079000,65.04000091552734
1514298600,63.45800018310547,21892000,63.45800018310547
1514385000,62.327999114990234,23560500,62.327999114990234
1514471400,63.071998596191406,21581500,63.071998596191406
1514557800,62.27000045776367,18886000,62.27000045776367
1514903400,64.10600280761719,21761000,64.10600280761719
1514989800,63.45000076293945,22607500,63.45000076293945
1515076200,62.92399978637695,49731500,62.92399978637695
1515162600,63.316001892089844,22956000,63.316001892089844
1515421800,67.28199768066406,49297000,67.28199768066406
1515508200,66.73799896240234,35733000,66.73799896240234
1515594600,66.95999908447266,21549500,66.95999908447266
1515681000,67.58999633789062,33227500,67.58999633789062
1515767400,67.24400329589844,24125500,67.24400329589844
1516113000,68.01200103759766,32371500,68.01200103759766
1516199400,69.43199920654297,35517500,69.43199920654297
1516285800,68.91400146484375,28429000,68.91400146484375
1516372200,70.00399780273438,24441500,70.00399780273438
1516631400,70.31199645996094,31052000,70.31199645996094
1516717800,70.55799865722656,27327000,70.55799865722656
1516804200,69.1780014038086,26437500,69.1780014038086
1516890600,67.52799987792969,33701500,67.52799987792969
1516977000,68.56999969482422,22697000,68.56999969482422
1517236200,69.90599822998047,23735500,69.90599822998047
1517322600,69.16400146484375,23588500,69.16400146484375
1517409000,70.86199951171875,31070500,70.86199951171875
1517495400,69.8499984741211,20988500,69.8499984741211
1517581800,68.75,18524000,68.75
1517841000,66.6259994506836,22320500,66.6259994506836
1517927400,66.79399871826172,25442000,66.79399871826172
1518013800,69.0,34846000,69.0
1518100200,63.04600143432617,51573000,63.04600143432617
1518186600,62.08399963378906,64668500,62.08399963378906
1518445800,63.145999908447266,31139000,63.145999908447266
1518532200,64.73200225830078,22801000,64.73200225830078
1518618600,64.46199798583984,19753500,64.46199798583984
1518705000,66.81400299072266,29564500,66.81400299072266
1518791400,67.0979995727539,28213000,67.0979995727539
1519137000,66.9540023803711,20047000,66.9540023803711
1519223400,66.66000366210938,16098000,66.66000366210938
1519309800,69.23400115966797,34849000,69.23400115966797
1519396200,70.41000366210938,29087000,70.41000366210938
1519655400,71.48400115966797,21700000,71.48400115966797
1519741800,70.197998046875,23987000,70.197998046875
1519828200,68.61199951171875,30348500,68.61199951171875
1519914600,66.18599700927734,34428000,66.18599700927734
1520001000,67.02400207519531,25464000,67.02400207519531
1520260200,66.66999816894531,19119000,66.66999816894531
1520346600,65.63999938964844,21428500,65.63999938964844
1520433000,66.45999908447266,25036500,66.45999908447266
1520519400,65.81999969482422,17831000,65.81999969482422
1520605800,65.43399810791016,27534000,65.43399810791016
1520861400,69.10199737548828,41320000,69.10199737548828
1520947800,68.36799621582031,29829000,68.36799621582031
1521034200,65.32599639892578,39837000,65.32599639892578
1521120600,65.12000274658203,32824000,65.12000274658203
1521207000,64.2699966430664,30586500,64.2699966430664
1521466200,62.71200180053711,37421500,62.71200180053711
1521552600,62.11000061035156,23821500,62.11000061035156
1521639000,63.305999755859375,29792000,63.305999755859375
1521725400,61.81999969482422,24699000,61.81999969482422
1521811800,60.30799865722656,33274500,60.30799865722656
1522071000,60.83599853515625,41876000,60.83599853515625
1522157400,55.83599853515625,69360000,55.83599853515625
1522243800,51.555999755859375,105007000,51.555999755859375
1522330200,53.22600173950195,75853500,53.22600173950195
1522675800,50.49599838256836,80570000,50.49599838256836
1522762200,53.50600051879883,94222000,53.50600051879883
1522848600,57.38800048828125,99483500,57.38800048828125
1522935000,61.14400100708008,95605500,61.14400100708008
1523021400,59.86000061035156,67601500,59.86000061035156
1523280600,57.93199920654297,51249000,57.93199920654297
1523367000,60.939998626708984,54949000,60.939998626708984
1523453400,60.18600082397461,37414500,60.18600082397461
1523539800,58.816001892089844,38044000,58.816001892089844
1523626200,60.06800079345703,36636000,60.06800079345703
1523885400,58.242000579833984,31692500,58.242000579833984
1523971800,57.53799819946289,35000000,57.53799819946289
1524058200,58.66999816894531,32788500,58.66999816894531
1524144600,60.01599884033203,30453000,60.01599884033203
1524231000,58.04800033569336,28139500,58.04800033569336
1524490200,56.67399978637695,24467000,56.67399978637695
1524576600,56.69200134277344,28426500,56.69200134277344
1524663000,56.13800048828125,20068000,56.13800048828125
1524749400,57.09600067138672,21780000,57.09600067138672
1524835800,58.816001892089844,21823000,58.816001892089844
1525095000,58.779998779296875,21141000,58.779998779296875
1525181400,59.98400115966797,23128000,59.98400115966797
1525267800,60.22999954223633,44852000,60.22999954223633
1525354200,56.88999938964844,86760500,56.88999938964844
1525440600,58.81800079345703,42847000,58.81800079345703
1525699800,60.55400085449219,43391000,60.55400085449219
1525786200,60.39400100708008,29650000,60.39400100708008
1525872600,61.369998931884766,28637000,61.369998931884766
1525959000,61.00400161743164,28258000,61.00400161743164
1526045400,60.21200180053711,23398000,60.21200180053711
1526304600,58.39400100708008,36434000,58.39400100708008
1526391000,56.83599853515625,47596000,56.83599853515625
